
 ps_partkey  ps_suppkey  l_orderkey  l_linenumber 
       1557          78       42501             7 
         60          11       42502             1 
        363          64       42502             2 
       1159          96       42503             1 
       1450          29       42503             2 
       1699          23       42503             3 
       1617          59       42503             4 
        153          80       42503             5 
       1077          48       42503             6 
        834          68       42503             7 
        292          20       42528             1 
       1002          73       42528             2 
       1496          14       42528             3 
       1826          56       42528             4 
       1959           4       42528             5 
       1135          72       42528             6 
        304          61       42528             7 
       1308          47       42529             1 
       1117          90       42529             2 
        909          44       42529             3 
        738          39       42529             4 
       1938          83       42529             5 
        722          23       42530             1 
        658          90       42530             2 
        932           1       42530             3 
       1519          20       42530             4 
       1273          48       42530             5 
        351          52       42530             6 
        587          78       42531             1 
       1569          50       42531             2 
        327          28       42531             3 
       1315          16       42531             4 
       1513          94       42531             5 
       1418          97       42531             6 
       1475          93       42531             7 
       1112          49       42532             1 
       1855          99       42532             2 
       1496          75       42532             3 
        496          26       42532             4 
       1053          54       42533             1 
       1590          31       42533             2 
          2          53       42533             3 
       1362          39       42533             4 
       1445          85       42534             1 
        898          65       42535             1 
        348           5       42535             2 
        527          58       42560             1 
       1471          72       42560             2 
       1619           2       42560             3 
       1924          69       42561             1 
       1453          93       42561             2 
       1206           7       42561             3 
        635          36       42561             4 
       1331          32       42561             5 
       1860          61       42561             6 
        913          16       42561             7 
        702          99       42562             1 
         37          13       42563             1 
       1200          73       42563             2 
        470          29       42564             1 
        692          86       42564             2 
        958          27       42564             3 
       1540          61       42565             1 
       1798          41       42565             2 
       1913           2       42565             3 
        838          72       42565             4 
        886          53       42565             5 
        646          47       42565             6 
         72          48       42566             1 
        681          13       42566             2 
        526          57       42566             3 
       1252          53       42566             4 
       1841          42       42567             1 
       1400          39       42567             2 
       1151          88       42567             3 
       1124          61       42567             4 
       1357          34       42567             5 
        799          96       42592             1 
        716          81       42592             2 
         76          27       42592             3 
        297          25       42592             4 
        185          64       42592             5 
        139          92       42592             6 
       1232           7       42593             1 
       1029          35       42593             2 
        775          72       42593             3 
        894          94       42593             4 
       1914          15       42593             5 
       1109          46       42594             1 
        336          21       42594             2 
        544          35       42594             3 
       1753          80       42595             1 
        932          35       42595             2 
        155           8       42596             1 
       1007          78       42596             2 
        225          26       42597             1 
        782          79       42598             1 
        904           5       42598             2 
        174          75       42598             3 
        464          94       42598             4 
       1235          47       42598             5 
       1054          55       42598             6 
         94          45       42599             1 
       1189          90       42599             2 
         42          68       42599             3 
       1688          30       42599             4 
        678          79       42624             1 
       1432          72       42624             2 
       1154          27       42624             3 
        967           2       42624             4 
        937          72       42624             5 
       1367           6       42624             6 
       1103          76       42624             7 
        868          68       42625             1 
        198          77       42625             2 
        872          73       42626             1 
         63          14       42626             2 
       1155          64       42626             3 
       1698          99       42626             4 
       1704          31       42626             5 
        131          84       42626             6 
        439          40       42626             7 
        802          36       42627             1 
        660          23       42628             1 
         17          68       42628             2 
       1594          35       42628             3 
       1001           7       42629             1 
       1242          80       42630             1 
       1986          87       42631             1 
       1679           3       42631             2 
       1600          21       42631             3 
        766          63       42631             4 
       1423           2       42631             5 
        517          78       42631             6 
        274          29       42631             7 
        871          38       42656             1 
        596          87       42656             2 
        869           3       42656             3 
       1171           8       42656             4 
       1888          89       42657             1 
       1643          67       42657             2 
       1202          77       42657             3 
       1293          94       42658             1 
        451          81       42658             2 
       1302           3       42658             3 
       1450          68       42659             1 
        357          14       42659             2 
       1419          98       42659             3 
       1947          92       42659             4 
        419          49       42659             5 
        366          23       42660             1 
        562          93       42660             2 
       1328           5       42660             3 
        875          76       42660             4 
       1974          19       42660             5 
        464          94       42661             1 
       1333          72       42661             2 
       1010          11       42661             3 
       1339          78       42661             4 
       1161          34       42661             5 
        204          86       42661             6 
       1234          46       42661             7 
       1227          28       42662             1 
       1677          78       42663             1 
       1163          72       42663             2 
       1180          81       42688             1 
         75           1       42689             1 
        610          42       42690             1 
         41          42       42690             2 
        943          12       42690             3 
       1312          27       42690             4 
       1765          50       42691             1 
        793          90       42691             2 
       1053          89       42691             3 
        683          77       42691             4 
        953          88       42691             5 
        727          92       42691             6 
       1373          88       42691             7 
       1688          71       42692             1 
       1070          41       42692             2 
       1422          40       42692             3 
       1912           1       42692             4 
       1018          24       42692             5 
       1225          26       42693             1 
       1551          72       42693             2 
       1943          88       42693             3 
        431          61       42693             4 
       1522          43       42693             5 
        622          23       42694             1 
        943          46       42694             2 
        555          46       42694             3 
       1537          58       42694             4 
       1373          88       42694             5 
       1471          89       42694             6 
        492          22       42695             1 
        594          25       42720             1 
       1681           5       42721             1 
        637          31       42721             2 
        139          92       42722             1 
        110          63       42722             2 
        299          81       42722             3 
       1125          98       42722             4 
       1028          99       42722             5 
         30           6       42723             1 
        369          70       42723             2 
         95          21       42723             3 
        500          30       42723             4 
        214          15       42724             1 
       1148          49       42724             2 
       1198          71       42725             1 
        171          24       42725             2 
        707          72       42725             3 
        567          28       42725             4 
        899          33       42726             1 
       1658          41       42726             2 
       1379          18       42726             3 
        170          71       42727             1 
       1695          19       42727             2 
        304          89       42727             3 
       1126          99       42752             1 
       1927          28       42752             2 
       1071          42       42752             3 
       1581          22       42753             1 
       1989          34       42753             2 
       1096           2       42753             3 
        842          42       42753             4 
       1925          14       42754             1 
       1989          90       42754             2 
        965          68       42754             3 
       1955         100       42754             4 
        408           9       42754             5 
       1880          24       42754             6 
        134          13       42754             7 
       1659           1       42755             1 
       1264           2       42755             2 
        606         100       42755             3 
        794          59       42756             1 
        176          29       42756             2 
         23          74       42756             3 
       1140          49       42756             4 
       1411          51       42756             5 
        586          17       42756             6 
       1309          48       42757             1 
       1071          72       42757             2 
       1564          65       42758             1 
          1          27       42758             2 
        630          24       42758             3 
          9          35       42758             4 
       1962           7       42758             5 
       1188          25       42758             6 
       1404          22       42758             7 
       1780          65       42759             1 
       1937          38       42759             2 
       1669          52       42759             3 
        620          21       42759             4 
        215          43       42759             5 
       1832          33       42759             6 
       1550          31       42784             1 
       1232           7       42784             2 
       1393          94       42785             1 
       1523          24       42785             2 
       1990          91       42785             3 
        971          40       42785             4 
       1775           2       42785             5 
       1615          98       42785             6 
       1641          24       42785             7 
        867          68       42786             1 
        870           4       42786             2 
        606           7       42786             3 
       1164          37       42786             4 
        846          13       42787             1 
       1034          35       42787             2 
        301          86       42787             3 
       1684          26       42787             4 
       1045          16       42787             5 
        293          21       42787             6 
       1194          95       42787             7 
        825          25       42788             1 
       1460         100       42788             2 
        416          46       42788             3 
       1023          94       42788             4 
        419           7       42789             1 
       1715          16       42790             1 
       1912          45       42790             2 
       1106          15       42790             3 
        125          52       42790             4 
       1794          95       42790             5 
        171          98       42790             6 
       1170          79       42790             7 
        593          54       42791             1 
        340          25       42816             1 
        262          44       42816             2 
       1764          49       42816             3 
        308           9       42816             4 
       1685          86       42816             5 
       1008          44       42817             1 
        536          97       42817             2 
       1304          81       42818             1 
       1234          46       42818             2 
       1377          16       42819             1 
        388          73       42819             2 
       1724          67       42819             3 
        591          82       42819             4 
       1640          82       42820             1 
       1838          39       42821             1 
        909          12       42821             2 
       1479          19       42821             3 
       1397          12       42821             4 
        987          56       42821             5 
        405          93       42822             1 
        473          32       42822             2 
        933          68       42822             3 
        886          87       42822             4 
       1283          21       42822             5 
        544          35       42822             6 
       1854          98       42823             1 
        767         100       42823             2 
        116          17       42823             3 
       1145          54       42823             4 
        330          87       42823             5 
       1119          20       42823             6 
       1528          69       42848             1 
       1477          78       42849             1 
       1523          24       42849             2 
        302           3       42849             3 
        796          29       42849             4 
        320          49       42849             5 
        909          44       42850             1 
        434          22       42850             2 
        944          79       42850             3 
        676          77       42851             1 
       1997          42       42851             2 
        326          11       42851             3 
        867          34       42851             4 
        385          86       42851             5 
       1874           4       42852             1 
       1736          37       42852             2 
        715          48       42853             1 
       1625          67       42853             2 
        497          98       42854             1 
        212          94       42854             2 
       1669          70       42854             3 
       1807          94       42855             1 
        270          25       42855             2 
       1863           7       42855             3 
       1094         100       42855             4 
       1290          91       42880             1 
       1279          17       42880             2 
        410          11       42880             3 
       1777          78       42880             4 
        152          31       42880             5 
        774          71       42881             1 
        772          73       42881             2 
       1245          57       42882             1 
        993          62       42882             2 
       1759           2       42882             3 
        859          60       42882             4 
        897          31       42882             5 
        463          51       42883             1 
       1801          88       42884             1 
        476          77       42884             2 
       1629          30       42885             1 
        899         100       42885             2 
        284          39       42885             3 
        627          90       42885             4 
       1628          70       42886             1 
        125          26       42886             2 
       1783          84       42886             3 
        742          43       42887             1 
         83           9       42887             2 
       1238          13       42887             3 
         43          44       42887             4 
       1542          63       42887             5 
       1348          25       42912             1 
        240          22       42912             2 
        811          78       42912             3 
        749          14       42912             4 
       1011          82       42913             1 
       1581          62       42913             2 
       1849          36       42913             3 
        306           7       42914             1 
       1105          14       42914             2 
       1644          68       42914             3 
        569          70       42914             4 
        836          70       42914             5 
       1930          19       42914             6 
        279          80       42914             7 
        350          79       42915             1 
       1570          11       42915             2 
       1645          87       42915             3 
        791          88       42915             4 
       1831          75       42915             5 
        944          45       42915             6 
       1133          70       42915             7 
       1105          14       42916             1 
        614          46       42917             1 
        630          93       42917             2 
       1068          69       42918             1 
        611          43       42918             2 
       1070          71       42918             3 
       1287          88       42918             4 
       1998          87       42918             5 
        879          13       42918             6 
       1675          17       42918             7 
        151          30       42919             1 
       1579          20       42919             2 
       1224          36       42919             3 
        983          18       42919             4 
        351          36       42919             5 
       1533          34       42919             6 
        780          77       42944             1 
        283          84       42944             2 
        169          48       42944             3 
       1674          57       42945             1 
        334          63       42945             2 
        479           9       42945             3 
        902          37       42945             4 
        924          25       42945             5 
       1854          98       42945             6 
        810          10       42946             1 
       1667           9       42946             2 
        122           1       42946             3 
       1454          33       42946             4 
        300          55       42946             5 
       1928          29       42946             6 
       1832          19       42946             7 
        620          21       42947             1 
       1424          25       42947             2 
       1838          39       42948             1 
        447          77       42948             2 
       1494          95       42948             3 
         18          44       42949             1 
       1433          73       42949             2 
        608          40       42949             3 
       1661           3       42949             4 
       1101          10       42950             1 
        244          26       42950             2 
       1144          81       42950             3 
        477          65       42950             4 
        298          99       42950             5 
       1563          84       42951             1 
       1094          30       42951             2 
        871          71       42951             3 
        637         100       42951             4 
       1116          25       42951             5 
          6          32       42951             6 
       1639          63       42951             7 
        418          48       42976             1 
         75           1       42976             2 
       1537          18       42976             3 
       1894          95       42976             4 
       1428          68       42976             5 
       1493          94       42977             1 
        963          98       42978             1 
        716          17       42978             2 
        595          96       42978             3 
       1727          12       42978             4 
       1082          88       42978             5 
       1380          95       42978             6 
       1030           1       42979             1 
        111          90       42979             2 
        993          94       42979             3 
       1715         100       42979             4 
        796          93       42979             5 
       1211          86       42980             1 
       1015          86       42980             2 
        805           6       42980             3 
        657          89       42980             4 
        586          87       42981             1 
        718          51       42981             2 
       1809          53       42981             3 
       1565          66       42982             1 
        370          99       42982             2 
       1280          92       42982             3 
        446          76       42982             4 
       1697          80       42982             5 
       1494          95       42982             6 
       1129          30       42983             1 
        250          32       42983             2 
        751          16       42983             3 
       1085          91       43008             1 
        721          18       43008             2 
        207          89       43008             3 
        315         100       43008             4 
       1552          33       43008             5 
       1075          76       43008             6 
       1019          90       43009             1 
        406          36       43009             2 
        857          91       43010             1 
       1866          10       43010             2 
        823          57       43010             3 
       1546          27       43011             1 
        671          65       43011             2 
         11          87       43011             3 
        644           7       43011             4 
       1736          21       43011             5 
        562          23       43011             6 
       1371          10       43011             7 
       1835          79       43012             1 
         53          79       43013             1 
       1203           4       43013             2 
        682          14       43013             3 
       1528           9       43013             4 
       1037          38       43013             5 
       1665          66       43013             6 
        666          29       43013             7 
         22          48       43014             1 
       1688          30       43014             2 
       1912          57       43014             3 
       1465           5       43014             4 
        825          59       43014             5 
        705          38       43014             6 
         19          20       43015             1 
       1578          59       43015             2 
       1338          77       43015             3 
        201          83       43015             4 
        122          75       43015             5 
       1521          22       43015             6 
        890          24       43040             1 
        309          94       43040             2 
       1623           6       43041             1 
        857          57       43041             2 
        304           5       43041             3 
        565          66       43041             4 
       1499          78       43041             5 
       1165          74       43042             1 
        970          73       43042             2 
        485          44       43042             3 
       1655          38       43042             4 
        595          96       43042             5 
        378          79       43043             1 
        896          30       43043             2 
       1052          88       43043             3 
       1550          91       43043             4 
         60          86       43043             5 
       1955          88       43043             6 
        249           4       43043             7 
         62          63       43044             1 
       1678          20       43044             2 
        502          63       43044             3 
       1055          56       43044             4 
       1099          70       43044             5 
       1664          47       43044             6 
       1411          12       43044             7 
       1554          75       43045             1 
       1258          96       43045             2 
        177          56       43046             1 
        714          47       43046             2 
        744          45       43046             3 
        353          54       43046             4 
       1104           5       43046             5 
       1149          50       43046             6 
        269          51       43046             7 
        527          88       43047             1 
         28          29       43047             2 
         67          93       43047             3 
        730          31       43047             4 
       1776           3       43072             1 
       1987          20       43072             2 
       1687          70       43073             1 
        662          56       43073             2 
       1236          74       43073             3 
         45          96       43074             1 
       1339          40       43074             2 
        731          28       43074             3 
       1420          38       43074             4 
        864          65       43074             5 
       1027          98       43075             1 
       1009          10       43075             2 
       1380          81       43076             1 
        546           7       43076             2 
       1994          95       43076             3 
        195          96       43076             4 
        728          25       43076             5 
       1713          40       43076             6 
       1111          12       43077             1 
       1615          16       43077             2 
       1904          49       43077             3 
        369          26       43078             1 
         34          35       43079             1 
       1837          38       43079             2 
       1947          48       43104             1 
       1643          85       43104             2 
        646          78       43104             3 
       1028          34       43104             4 
       1454          55       43104             5 
       1522          23       43105             1 
       1349          26       43105             2 
        857          24       43105             3 
        622          54       43105             4 
       1432          33       43106             1 
       1770          71       43106             2 
        424          83       43106             3 
        954          89       43106             4 
       1347          24       43106             5 
         10          36       43107             1 
        291          19       43107             2 
        866          33       43107             3 
       1398          37       43107             4 
        858          25       43108             1 
        730          27       43108             2 
       1040          41       43109             1 
       1012          48       43109             2 
        918          21       43109             3 
       1971          16       43109             4 
       1582           3       43109             5 
       1633          57       43109             6 
       1640          82       43110             1 
       1389           4       43110             2 
        412         100       43110             3 
        614           8       43110             4 
       1468           8       43110             5 
       1901          90       43110             6 
       1874          18       43111             1 
        412          13       43111             2 
        215          70       43111             3 
        229          30       43111             4 
         14          15       43111             5 
        695          96       43111             6 
        725          22       43111             7 
        332          17       43136             1 
        611           5       43137             1 
        468          56       43138             1 
       1012          48       43138             2 
        992          61       43139             1 
       1221          59       43139             2 
       1301          16       43139             3 
        655          18       43140             1 
       1470          88       43140             2 
        780          13       43140             3 
        245          27       43140             4 
       1518          99       43141             1 
        920          89       43141             2 
        932           1       43141             3 
       1440          80       43141             4 
       1889          33       43141             5 
       1871          72       43142             1 
       1760          61       43142             2 
       1654          96       43142             3 
        277          32       43142             4 
       1822          66       43142             5 
        462          63       43142             6 
        279          61       43143             1 
        107          34       43143             2 
       1420          21       43143             3 
       1514          55       43143             4 
       1739          82       43143             5 
        888          88       43143             6 
        923          26       43168             1 
        827          27       43168             2 
       1068          69       43168             3 
         24          75       43168             4 
       1377          16       43169             1 
       1482          83       43170             1 
        153          32       43170             2 
        592          23       43170             3 
       1779          80       43170             4 
       1856          86       43170             5 
        510          11       43170             6 
       1350          89       43170             7 
       1499          39       43171             1 
       1919           8       43171             2 
        796          93       43172             1 
        317          46       43172             2 
       1645          87       43173             1 
       1413          53       43174             1 
        539          40       43175             1 
         89          15       43175             2 
       1794          79       43175             3 
        991          26       43175             4 
        870           4       43200             1 
        703          36       43200             2 
       1165          66       43200             3 
        932          67       43200             4 
        790          87       43200             5 
        480          68       43200             6 
         31           7       43201             1 
       1824          25       43202             1 
       1729          30       43202             2 
        865          65       43203             1 
       1360          61       43203             2 
       1582          83       43203             3 
       1924          69       43204             1 
        617          11       43204             2 
       1978          67       43204             3 
       1949          50       43204             4 
       1372          11       43204             5 
        777          10       43205             1 
        777          10       43206             1 
       1832          33       43206             2 
        372          57       43206             3 
        529          90       43206             4 
        507          98       43206             5 
       1179          88       43207             1 
        880          47       43207             2 
       1589          30       43207             3 
        940          41       43207             4 
       1269          44       43207             5 
       1270          82       43207             6 
       1895          82       43207             7 
        601           2       43232             1 
       1366          43       43232             2 
       1197          98       43233             1 
        835          35       43233             2 
        127          54       43234             1 
         25           1       43234             2 
       1845          32       43234             3 
       1118          55       43234             4 
       1673          56       43234             5 
        902           3       43234             6 
        541          32       43234             7 
       1498          77       43235             1 
       1844          31       43236             1 
        435          65       43236             2 
        738          71       43236             3 
       1236          11       43236             4 
       1604          87       43237             1 
       1762          63       43237             2 
       1505          86       43237             3 
        223          24       43238             1 
       1115          88       43238             2 
        303          88       43238             3 
       1993          26       43238             4 
        688          82       43239             1 
        705          38       43264             1 
        171          98       43264             2 
       1453          93       43265             1 
       1502          83       43265             2 
       1096           2       43265             3 
       1980          13       43265             4 
        168          47       43266             1 
       1211          12       43266             2 
       1652          94       43266             3 
       1804          34       43266             4 
       1140          49       43267             1 
       1372          73       43267             2 
        393          22       43268             1 
        838          39       43269             1 
       1640          64       43269             2 
       1305           6       43270             1 
       1728          13       43270             2 
       1909          54       43270             3 
        106          33       43270             4 
       1601          25       43271             1 
        992          93       43271             2 
       1074          80       43271             3 
       1763          48       43296             1 
       1501           2       43297             1 
        436          37       43297             2 
        476          64       43297             3 
         57          83       43297             4 
        479          80       43297             5 
       1560          41       43297             6 
       1635          36       43297             7 
        669          70       43298             1 
       1345          60       43298             2 
       1904          37       43298             3 
       1707          50       43298             4 
         22          98       43298             5 
        324          81       43299             1 
       1732          59       43299             2 
         85          36       43300             1 
         92          68       43300             2 
        283          65       43301             1 
         93          69       43301             2 
        597          58       43301             3 
       1103          76       43301             4 
        465          95       43301             5 
        909          78       43301             6 
        299         100       43301             7 
        909          12       43302             1 
        101          28       43302             2 
       1713          98       43302             3 
        904          39       43302             4 
       1549          70       43303             1 
        906           9       43303             2 
       1253          54       43328             1 
       1047          48       43328             2 
       1422          62       43328             3 
       1481          82       43328             4 
        196          97       43328             5 
       1069          75       43329             1 
       1509          10       43329             2 
       1700          83       43329             3 
       1108           9       43329             4 
       1062          33       43329             5 
         70          71       43330             1 
         70          21       43330             2 
        474          75       43330             3 
       1531          12       43331             1 
       1287          62       43331             2 
       1925          26       43332             1 
        904           5       43332             2 
       1152          53       43332             3 
        744           9       43332             4 
        120          73       43333             1 
       1534          35       43334             1 
        410          98       43335             1 
       1361          62       43335             2 
       1980          25       43360             1 
        757          90       43360             2 
       1933          22       43360             3 
        147         100       43361             1 
       1821          22       43362             1 
        589          50       43362             2 
       1170          79       43362             3 
        128           7       43362             4 
       1240          52       43362             5 
        874          41       43363             1 
        924          59       43363             2 
       1392          31       43363             3 
       1906          39       43363             4 
        166          19       43363             5 
       1880          81       43363             6 
       1498          38       43364             1 
         75          51       43364             2 
       1342          81       43364             3 
       1034          70       43364             4 
       1038          39       43364             5 
        357          14       43365             1 
       1576          77       43365             2 
        956          59       43365             3 
        787          52       43365             4 
        106          85       43365             5 
        896          96       43366             1 
       1183          20       43366             2 
       1061          32       43366             3 
        711          76       43366             4 
       1117          26       43367             1 
         46          22       43367             2 
       1527          48       43367             3 
         85          61       43367             4 
       1174          75       43367             5 
       1481          99       43367             6 
        682          14       43392             1 
       1343          82       43392             2 
       1921          66       43392             3 
         13          89       43392             4 
        425          13       43392             5 
        608           2       43392             6 
        657          20       43392             7 
         93          44       43393             1 
        145          24       43393             2 
       1720          21       43394             1 
        132          85       43395             1 
       1026          27       43396             1 
         16          67       43397             1 
       1084          20       43398             1 
        698          30       43398             2 
       1882          26       43398             3 
        593          84       43398             4 
       1418          97       43398             5 
        611          43       43399             1 
        413          43       43399             2 
       1578          99       43399             3 
        879          80       43399             4 
       1986          87       43399             5 
        543          34       43399             6 
       1128          37       43399             7 
        991          60       43424             1 
        360          45       43425             1 
        875          76       43425             2 
       1496          75       43426             1 
       1408          87       43426             2 
       1553          74       43426             3 
       1125          98       43426             4 
       1271          83       43426             5 
        322          51       43426             6 
       1101          74       43427             1 
         20          96       43427             2 
        903           4       43428             1 
        974          75       43429             1 
       1834          21       43429             2 
       1353          54       43429             3 
       1301          40       43429             4 
        624          56       43429             5 
       1814          44       43429             6 
        254          36       43429             7 
        945          46       43430             1 
        208          63       43430             2 
       1354          31       43430             3 
       1719          46       43431             1 
       1646          70       43456             1 
